ids,target,prediction
mp-5692,0.34,0.14535503
mp-6931,0.23,0.3455701
mp-862703,0.37,0.26485348
mp-862843,0.41,0.25456965
mp-865020,0.27,0.33238393
mp-865325,0.3,0.30238587
mp-961683,0.56,0.9179658
mp-9961,0.29,0.15990256
mp-10134,0.47,0.46129024
mp-1039385,0.38,-0.34143957
mp-1085,0.5,0.30465442
mp-10967,0.32,0.46198273
mp-14006,0.31,0.18859355
mp-16364,0.46,0.33391422
mp-16734,0.31,0.5883033
mp-171,0.3,0.40376377
mp-1848,0.24,0.2769196
mp-18803,0.27,0.19846235
mp-20229,0.37,0.026493207
mp-21005,0.46,0.4110021
mp-30778,0.3,0.26171714
mp-477,0.19,-0.032028466
mp-563,0.29,-0.58089966
mp-568139,0.41,0.47607785
mp-690536,0.26,0.05603309
mp-753059,0.19,0.2417353
mp-861639,0.35,0.10942547
mp-864733,0.25,0.5173779
mp-865090,0.34,0.21382861
mp-865472,0.32,0.15447955
mp-9564,0.21,-0.25080103
mp-977376,0.39,0.4213727
mp-978557,0.39,0.3116173
mp-989635,0.31,0.23174016
mp-9929,0.26,0.15705214
mp-998968,0.39,0.5881056
mp-1006146,0.23,-0.31666785
mp-1008226,0.47,0.1715055
mp-1018089,0.33,0.50805
mp-1018644,0.56,0.30144793
mp-1025301,0.31,0.7720364
mp-11375,0.27,0.1669959
mp-11547,0.34,0.48600477
mp-11577,0.37,0.36147583
mp-11788,0.36,0.36037284
mp-12444,0.28,0.20062815
mp-1539,0.25,0.18093784
mp-1556,0.33,0.8080409
mp-159,0.26,-0.036808416
mp-1590,0.09,0.04787503
mp-1932,0.32,0.41804183
mp-20714,0.22,0.046849743
mp-21508,0.34,0.50129145
mp-22795,0.4,0.23195921
mp-22916,0.31,0.56619614
mp-2313,0.33,0.12552558
mp-28266,0.27,0.567764
mp-28391,0.49,-0.011218056
mp-31220,0.24,0.3949867
mp-555359,0.3,0.43965906
mp-555718,0.34,0.24704461
mp-605034,0.24,0.24317856
mp-631532,0.8,0.1877275
mp-631570,-0.05,0.24110316
mp-672299,0.32,0.3930503
mp-753581,0.42,0.047997758
mp-755759,0.33,0.16472076
mp-7581,0.21,0.15440385
mp-759897,0.43,0.39851087
mp-7964,0.34,0.13988094
mp-862849,0.39,0.15769158
mp-865066,0.17,0.32484823
mp-865467,0.39,0.20732893
mp-865611,0.3,0.12338479
mp-961676,0.65,0.14625089
mp-981391,0.41,0.08819269
mp-985592,0.72,0.17761467
mp-993,0.77,0.57392687
mp-1008926,0.44,0.49970323
mp-1022207,0.28,0.32169706
mp-1025223,0.22,0.4166392
mp-1025365,0.23,-0.022938356
mp-11260,0.44,1.0754316
mp-11486,0.22,0.23043375
mp-18972,0.27,0.5260967
mp-22736,0.32,0.33559084
mp-23067,0.26,0.58505094
mp-23959,0.24,0.7173171
mp-2449,0.25,0.23195072
mp-29674,0.31,0.63943535
mp-30953,0.24,0.4428844
mp-3635,0.29,0.33717078
mp-4691,0.36,-0.1805268
mp-559044,0.34,0.43984896
mp-568974,0.31,0.11022194
mp-569406,0.25,0.12599371
mp-632808,0.33,0.37421942
mp-645159,0.31,0.017065227
mp-865990,0.21,0.06034802
mp-867353,0.4,0.27335614
mp-867927,0.29,0.37985784
mp-917,0.35,0.43813223
mp-9251,0.23,0.33976823
mp-972530,0.37,0.40440243
mp-972898,0.28,0.21417205
mp-975834,0.27,0.48613876
mp-977390,0.36,0.20837535
mp-982773,-0.4,0.2595259
mp-1001837,0.64,0.5368567
mp-10049,0.32,0.5975585
mp-1019541,0.23,-0.43197545
mp-1028698,0.21,0.30966407
mp-1029442,0.31,0.5125811
mp-10521,0.29,0.40044188
mp-11288,0.33,-0.17092961
mp-12875,0.32,0.16262917
mp-15777,0.23,0.2914409
mp-19148,0.33,0.32715404
mp-20708,0.3,0.359716
mp-274,0.26,0.04355763
mp-28895,0.33,0.31401092
mp-4556,0.3,0.068934664
mp-504731,0.31,0.14450555
mp-5938,0.3,0.3158484
mp-717,0.19,0.20367296
mp-7475,0.3,0.024144724
mp-755225,0.22,0.31771916
mp-8125,0.16,0.3243621
mp-862672,0.3,0.42187697
mp-865897,0.28,0.34869856
mp-867304,0.29,0.0023383945
mp-974782,0.38,0.4655531
mp-974943,0.29,0.10039531
mp-978907,0.42,0.46691447
mp-979923,0.32,0.4553352
mp-979967,0.2,0.39308763
mp-995197,0.29,-0.13842852
mp-999496,0.22,0.35078454
mp-1010071,0.29,0.30756783
mp-1029334,0.29,0.41188425
mp-1029943,0.23,0.62695175
mp-1095534,0.19,-1.554554
mp-1347,0.27,0.9794758
mp-1405,0.19,0.5388247
mp-15120,0.31,0.13541238
mp-1860,0.25,0.19911526
mp-20796,0.51,0.20604683
mp-20906,0.32,0.34889048
mp-21477,0.08,0.24296843
mp-2221,0.32,-3.764718
mp-22707,0.25,0.24213244
mp-22792,0.39,0.1103497
mp-27315,0.29,0.1629064
mp-30785,0.26,-0.12555893
mp-3515,0.21,0.2360303
mp-4454,0.29,0.2336791
mp-545820,0.24,0.30918002
mp-574599,0.48,0.30905908
mp-7384,0.31,0.29328406
mp-763051,0.23,0.11562927
mp-8436,0.28,0.24719562
mp-864980,0.26,0.13996376
mp-865515,0.25,0.5685948
mp-865947,0.3,0.44209945
mp-8732,0.23,0.04294665
mp-94,0.33,0.13375981
mp-976150,0.31,0.5887057
mp-977398,0.44,0.48632723
mp-9844,0.34,0.15351881
mp-997100,0.3,0.40003008
mp-9987,0.24,0.20507656
mp-1009495,0.62,0.034980282
mp-1009838,0.28,0.59698313
mp-1025549,0.37,0.560471
mp-1077098,0.27,0.24651907
mp-11318,0.34,0.25872153
mp-11621,0.35,0.36513883
mp-12277,0.22,0.08346324
mp-12381,0.34,0.31517923
mp-12766,0.53,0.15556554
mp-13175,0.41,-0.5525233
mp-13334,0.31,0.31383693
mp-1483,0.33,0.07269333
mp-1519,0.23,-0.98985785
mp-16327,0.29,0.4783643
mp-17875,0.32,0.6286291
mp-21029,0.36,0.39427286
mp-2229,0.33,-0.30078134
mp-22921,0.25,-0.28590035
mp-3346,0.29,0.3248821
mp-5157,0.19,0.12960894
mp-545512,0.32,0.019006997
mp-555064,0.28,0.31910288
mp-569396,0.16,0.20356874
mp-631552,6.02,1.0935725
mp-688785,0.32,0.111254945
mp-7192,0.27,0.20562266
mp-7959,0.26,0.1774353
mp-8543,0.27,0.23878573
mp-936,0.3,0.5035329
mp-971673,0.28,-0.43018466
mp-972794,0.42,0.38017267
mp-984744,0.19,0.46888483
mp-1002188,0.25,0.08273737
mp-1017552,0.38,-0.32650238
mp-12524,0.51,0.3475697
mp-13649,0.33,0.64314204
mp-156,0.24,0.26073825
mp-15657,0.27,0.3178125
mp-18988,0.22,0.1267194
mp-19886,0.33,0.9793028
mp-21372,0.27,0.23391183
mp-2263,0.3,0.07583
mp-22851,0.41,1.0202484
mp-28336,0.29,0.371754
mp-28614,0.39,0.52160794
mp-30844,0.45,0.31703156
mp-31140,1.89,-0.012731627
mp-3159,0.26,0.32476836
mp-3998,0.27,0.31953686
mp-4177,0.27,0.19381864
mp-4514,0.31,0.22423469
mp-545999,0.48,0.40285236
mp-557057,0.33,0.017800167
mp-567538,0.3,0.23283254
mp-601193,0.53,0.6703766
mp-601257,0.36,0.33592755
mp-754065,0.38,0.5255415
mp-759877,0.37,-0.015840515
mp-8578,0.17,0.13694246
mp-864616,0.25,0.25391114
mp-865342,0.34,0.108491525
mp-976600,0.35,0.6239169
mp-984351,0.42,0.13622884
mp-1018062,0.34,0.35128194
mp-10219,0.33,0.11927341
mp-10708,0.34,0.22053416
mp-1120,0.33,0.17804126
mp-15779,0.26,0.13180886
mp-1623,0.34,0.25732613
mp-19146,0.28,0.14567734
mp-20327,0.22,0.762983
mp-20826,0.25,0.05876337
mp-22915,-0.65,0.58178765
mp-23230,0.26,0.47602254
mp-23722,0.13,0.18931161
mp-24152,0.29,0.18026112
mp-29207,0.27,0.29790777
mp-30533,0.3,0.1321675
mp-34289,0.21,-0.12710294
mp-408,0.17,1.5639122
mp-42022,0.17,0.36615717
mp-4248,0.26,0.29290986
mp-448,0.41,0.26397604
mp-4626,0.3,-0.09404655
mp-4972,0.33,0.30321026
mp-541899,0.23,0.6626118
mp-542583,0.22,0.43220896
mp-558636,0.25,0.06948118
mp-558838,0.22,0.0646887
mp-571166,0.32,0.22867988
mp-754711,0.27,0.192189
mp-862321,0.37,0.25666082
mp-862679,0.25,0.38925034
mp-862740,0.32,0.39827764
mp-8642,0.28,0.466093
mp-865965,0.19,0.36634737
mp-9063,0.28,0.26253211
mp-974221,0.34,0.23248
mp-976061,0.04,0.4479906
mp-997590,0.27,0.18231629
mvc-10478,0.31,0.24330263
mp-1025257,0.28,0.05906494
mp-1025291,0.24,0.58970684
mp-1029532,0.27,0.47951233
mp-11770,0.33,0.18183939
mp-12759,0.39,0.26023108
mp-13051,0.32,0.3857119
mp-13797,0.17,0.39058983
mp-13916,0.21,0.15472142
mp-18717,0.4,-0.070072114
mp-22255,0.35,0.3172503
mp-27219,0.32,0.115788504
mp-29617,0.41,0.3491795
mp-30686,0.25,0.08691572
mp-3105,0.47,0.38525063
mp-4520,0.27,0.2676475
mp-4636,0.35,0.18900459
mp-567818,0.32,0.3213635
mp-569535,0.21,0.24484561
mp-576,0.21,0.4127618
mp-578606,0.17,0.08623971
mp-581712,0.5,0.36657667
mp-5852,0.25,0.30234325
mp-5986,0.23,0.0037645102
mp-632657,0.28,0.50125146
mp-66,0.07,-9.44136
mp-685146,0.33,0.4877211
mp-685941,0.3,0.2264881
mp-754883,0.24,0.17627664
mp-7555,0.36,0.30250472
mp-796,0.45,0.3637799
mp-839,0.33,0.3946666
mp-862632,0.22,0.52590567
mp-865308,0.32,0.27282023
mp-865708,0.33,0.4134487
mp-865966,0.28,0.3963279
mp-867241,0.37,0.35447687
mp-867842,0.29,0.25690466
mp-984628,0.34,0.041341856
mp-10074,0.09,0.2230935
mp-1009695,0.16,-3.354218
mp-1025187,0.35,0.34908378
mp-11573,0.34,0.30891222
mp-12854,0.3,0.26424557
mp-16731,0.13,0.18707936
mp-19079,0.42,0.26134586
mp-2264,0.23,0.017383248
mp-2682,0.26,0.11826502
mp-28,0.13,0.35204417
mp-29136,0.31,0.30146116
mp-3660,0.26,0.23674388
mp-3838,0.24,0.285204
mp-3958,0.29,0.25697166
mp-4259,0.24,0.020141616
mp-4531,0.29,0.1665697
mp-4612,0.31,0.21375011
mp-546500,0.37,0.20993672
mp-5478,0.38,0.12643175
mp-5693,0.25,-0.075893015
mp-619032,0.48,0.32338196
mp-6917,0.25,0.14727543
mp-753693,0.34,0.047183856
mp-754344,0.3,0.046725884
mp-754678,0.27,0.16710804
mp-756132,0.36,0.2118441
mp-767525,0.18,-0.26153558
mp-8276,0.22,0.58058673
mp-8511,0.29,0.25012964
mp-861652,0.24,0.28762203
mp-862781,0.29,0.18204553
mp-865257,0.35,0.45713598
mp-866219,0.27,0.35414493
mp-961682,0.23,0.84021133
mp-961710,0.39,0.23085083
mp-972237,0.54,0.0032618493
mp-972408,0.26,0.24334998
mp-997004,0.28,0.24637704
mp-1008669,0.36,0.09165983
mp-1014252,0.25,0.633591
mp-1029336,0.38,0.12873773
mp-1039055,0.33,0.45919734
mp-1078,0.26,0.016634837
mp-11374,0.35,0.43272364
mp-1326,0.44,0.31969255
mp-1486,0.44,0.14017062
mp-1761,0.3,0.2345586
mp-2363,0.35,0.1169322
mp-28945,0.27,0.63463086
mp-29941,0.41,1.096854
mp-3887,0.16,0.3988436
mp-423,0.38,0.023680106
mp-4982,0.3,0.20654605
mp-5048,0.3,0.21810181
mp-541754,0.24,0.16275086
mp-571440,0.26,0.42867178
mp-772,0.59,0.8325458
mp-8221,0.31,0.6181396
mp-8582,0.27,0.15501218
mp-861479,0.26,0.26688206
mp-862755,0.33,0.28909296
mp-862790,0.32,0.26505
mp-862844,0.29,0.35812902
mp-863743,0.33,0.360506
mp-864758,0.39,0.42301577
mp-864761,0.38,0.21911483
mp-866204,0.35,0.2926445
mp-973,0.3,0.3203736
mp-974474,0.32,-0.17019849
mp-975284,0.16,0.26121396
mp-977563,0.34,0.23460878
mp-978952,0.31,0.14436735
mp-999060,0.31,0.42180997
mp-999188,0.44,0.23118053
mp-1001612,0.21,0.3351791
mp-1016841,0.36,0.24791645
mp-1018725,0.24,0.21238165
mp-1018818,0.29,-0.0055322796
mp-10194,0.29,0.4617045
mp-1021311,0.24,0.28351343
mp-1039262,0.34,0.47678053
mp-11366,0.34,0.37470478
mp-12723,0.33,0.63210034
mp-1683,0.26,0.20759638
mp-18943,0.35,0.32552814
mp-21297,0.22,0.1293364
mp-2145,1.04,0.14069317
mp-22033,0.32,0.59098583
mp-22747,0.26,0.6592597
mp-2663,0.33,0.39244878
mp-28835,0.22,0.4691146
mp-29731,0.29,0.25568575
mp-30433,0.3,0.13928841
mp-30563,0.29,0.33018082
mp-315,0.36,0.022392407
mp-432,0.4,-0.29011726
mp-4978,0.2,0.38785058
mp-510401,0.22,0.38671237
mp-54,0.29,0.5686215
mp-569833,0.31,0.35025674
mp-675880,0.31,0.45907587
mp-7558,0.21,0.40127707
mp-7880,0.21,0.06904532
mp-8033,0.37,0.31182104
mp-861661,0.37,0.53675205
mp-862613,0.25,0.27054012
mp-865663,0.32,0.32823586
mp-865982,0.39,0.5003223
mp-971733,0.41,0.05943261
mp-977358,0.35,0.22220828
mp-978524,0.51,0.5340301
mp-978529,0.37,0.2645672
mp-980760,0.3,0.17241453
mp-983412,0.72,0.34561825
mvc-11155,0.32,-0.3398369
mp-1001784,0.21,-0.051289544
mp-1007961,0.21,0.25367278
mp-1009640,0.86,1.1207945
mp-1025267,0.32,0.509483
mp-1025345,0.19,0.3612383
mp-1029878,0.36,0.3873579
mp-1038915,-1.61,-1.8043875
mp-13480,1.81,-0.01638569
mp-1408,0.5,-0.031881556
mp-14628,0.39,0.36748964
mp-1509,0.23,-0.13936357
mp-1865,0.34,0.15156136
mp-18775,0.34,0.41132295
mp-19387,0.34,0.15992863
mp-20086,0.2,0.10060303
mp-21328,0.42,0.20377122
mp-21363,0.25,0.19563262
mp-23918,0.29,0.4564432
mp-29011,0.34,-0.17044103
mp-404,0.29,0.22176747
mp-550566,0.34,0.19152854
mp-561419,0.18,0.26707
mp-631,0.22,3.3986757
mp-631480,0.68,0.29793411
mp-864844,-0.83,0.43424708
mp-865482,0.33,-0.04054296
mp-961674,0.47,-0.011530265
mp-972337,0.3,0.16124962
mp-974523,0.33,0.17094497
mp-982370,0.41,1.2958511
mp-999054,0.32,0.28265488
mp-999549,0.24,0.04262449
mvc-678,0.18,0.27686626
mp-1006112,-0.06,0.28229004
mp-1008806,0.44,1.1629723
mp-1014264,0.55,0.25691223
mp-10155,0.23,0.4833812
mp-1017529,0.27,0.19851528
mp-1025357,0.25,-0.013514683
mp-1029357,0.29,0.2360522
mp-1029395,0.26,0.42651218
mp-12742,0.36,0.124902114
mp-1327,0.24,-1.1640507
mp-20193,0.26,0.26298326
mp-22220,0.29,0.22408427
mp-22566,0.29,0.024389148
mp-2685,0.36,0.51946956
mp-34023,-0.15,0.36030632
mp-558078,0.27,0.36760658
mp-570922,0.18,-2.4237397
mp-728,0.31,2.7623472
mp-7543,0.48,0.091116324
mp-755435,0.37,0.5500065
mp-823,0.33,0.80437094
mp-832,0.35,-0.114990905
mp-867870,0.24,0.2776705
mp-9349,0.22,0.42509443
mp-9381,0.28,0.42382592
mp-973434,-0.27,0.55342823
mp-10033,0.24,0.13257457
mp-1003637,0.27,0.076888695
mp-1008555,0.5,0.2818123
mp-1013524,0.2,0.30008096
mp-1018071,0.39,0.04649572
mp-10192,0.21,0.2738781
mp-11019,0.33,0.28175116
mp-12743,0.17,0.04882209
mp-13203,0.23,0.08078869
mp-1336,0.4,0.29512346
mp-1500,0.25,-0.14455271
mp-1926,0.35,0.18010207
mp-2030,0.15,0.22512762
mp-21376,0.47,0.50996286
mp-37501,0.35,0.52944183
mp-3792,0.25,0.12772451
mp-4998,0.34,0.40023345
mp-567314,0.37,0.4840358
mp-569458,0.2,0.072682664
mp-632442,0.24,-0.033902064
mp-668,0.19,0.009087905
mp-754588,0.31,-0.084918514
mp-7819,0.38,0.49070066
mp-861498,0.35,0.34511143
mp-861975,0.39,0.24447791
mp-864790,0.25,0.3109222
mp-865400,0.39,0.62685984
mp-865493,0.3,0.58962756
mp-866288,0.37,0.22965159
mp-9223,0.27,0.48876518
mp-972326,0.29,-0.07079171
mp-975515,0.25,0.16808815
mp-1025316,0.23,0.06549494
mp-12594,0.34,-2.3419142
mp-14793,0.25,0.28659123
mp-1640,0.29,0.6490307
mp-1709,0.15,0.88356084
mp-21290,0.35,0.42198604
mp-22297,0.53,0.16706662
mp-2254,0.28,0.122390136
mp-23183,0.28,-0.046252295
mp-2965,0.25,0.19581787
mp-29742,0.26,0.37502784
mp-30437,0.33,0.094122365
mp-5274,0.32,0.4483295
mp-560663,0.24,0.115325764
mp-570528,0.47,0.21635275
mp-631308,0.7,0.057004377
mp-632,0.37,0.115912184
mp-696572,0.38,0.99382573
mp-755,0.23,0.16472058
mp-760483,0.27,-0.09047751
mp-863685,0.39,0.33348805
mp-864975,0.48,0.3556118
mp-866080,0.31,0.0814295
mp-867189,0.29,0.43750763
mp-972222,0.27,0.12523012
mp-972984,0.27,0.34919083
mp-976596,0.28,0.36128986
mp-980940,1.81,0.49274653
mp-981209,0.47,0.8457505
mp-981312,0.3,0.42924005
mp-997034,0.31,0.16662233
mp-999142,0.26,0.62852055
mvc-11012,0.26,0.094824836
mp-1025140,0.21,0.24228252
mp-10284,0.21,0.17091934
mp-1190,0.3,0.9988372
mp-13033,0.33,0.64633334
mp-13964,0.23,0.30311352
mp-14790,0.23,0.08993684
mp-15885,0.26,0.017467335
mp-1628,0.38,0.21873032
mp-16314,0.29,0.5957933
mp-1849,0.28,0.3275687
mp-1874,1.27,0.44469935
mp-19420,0.26,0.19218372
mp-19832,0.27,-0.029031053
mp-1994,0.13,1.116201
mp-20495,-1.31,0.41412866
mp-2134,0.18,0.34807682
mp-21405,0.23,0.14998488
mp-2750,0.24,0.17689876
mp-30490,0.28,0.4443525
mp-30555,0.31,0.22016133
mp-30683,0.24,0.12199317
mp-31459,0.33,0.26241583
mp-33137,0.31,0.07156809
mp-504723,0.27,0.1003903
mp-541449,0.22,0.16788776
mp-697133,-0.47,0.34349245
mp-758741,0.29,0.43124813
mp-775910,0.28,-0.06266989
mp-865545,0.38,0.26002246
mp-867158,0.32,0.30932075
mp-867275,0.32,0.42956156
mp-867761,0.3,0.2583604
mp-867861,0.27,0.2532934
mp-9029,0.26,0.4944554
mp-975043,0.34,-0.11124022
mp-975439,0.36,-0.06339234
mp-977559,0.17,0.41282457
mp-1021499,0.34,0.113345906
mp-1025022,0.35,0.22067218
mp-10706,0.25,0.17563085
mp-13098,0.78,0.7916532
mp-1558,0.32,0.54158044
mp-16342,0.23,0.34622645
mp-2128,0.32,0.068562314
mp-23222,0.2,0.1535234
mp-28980,0.27,0.3576209
mp-29596,0.28,0.3537591
mp-31053,0.26,0.38339204
mp-3579,0.22,0.26073372
mp-36029,0.33,0.1912009
mp-569697,0.25,0.06869875
mp-570334,1.04,0.473149
mp-571,0.42,0.3631248
mp-571122,0.27,0.15228866
mp-753721,0.28,0.23887344
mp-754752,0.35,0.07121743
mp-758006,0.31,0.115759715
mp-761556,0.29,0.07119225
mp-855,0.13,0.05209647
mp-862666,0.37,0.27229756
mp-862954,0.3,0.5524146
mp-8641,0.7,0.09012325
mp-864933,0.38,0.25651968
mp-865929,0.36,0.34638804
mp-899,-1.55,0.3620965
mp-972220,0.33,0.63860923
mp-973966,0.22,-0.0011434704
mp-974372,-8.24,0.202386
mp-976424,0.43,0.19094525
mp-997012,0.42,0.23045988
mp-1016903,0.29,0.2475404
mp-1016926,0.39,0.10317357
mp-10463,0.34,0.12933303
mp-10647,0.48,0.50695443
mp-11882,0.42,0.31613052
mp-11957,0.29,-0.10454871
mp-1199,0.34,0.4837566
mp-12855,0.28,0.5169473
mp-13141,0.52,0.42676228
mp-1518,0.3,0.23861407
mp-1903,0.22,0.14183007
mp-2756,0.21,0.62819016
mp-31212,0.27,0.5904067
mp-5431,0.28,0.26489508
mp-545529,0.31,0.2145737
mp-567891,0.36,-1.8031001
mp-568333,0.25,0.30882496
mp-568346,0.3,0.14413922
mp-568789,0.24,0.8752976
mp-631529,0.55,0.49099636
mp-647,0.27,0.46494514
mp-7601,0.34,0.09183593
mp-8219,0.3,0.27813894
mp-825,0.34,0.1689639
mp-862710,0.37,0.33742923
mp-867267,0.32,0.4934798
mp-973058,0.26,0.25565183
mp-973276,0.36,0.2876745
mp-973756,0.27,0.058895037
mp-973874,0.28,0.31538963
mp-984358,0.5,0.5597043
mp-984745,0.39,0.12952502
mp-1001011,0.33,0.2806098
mp-1008688,-0.66,0.36372727
mp-1009127,0.52,0.19363321
mp-1013584,0.27,-0.11730067
mp-1025456,0.32,0.0005417913
mp-11478,0.57,0.2804315
mp-11832,0.33,1.5626242
mp-1214,0.25,0.23017196
mp-1425,0.33,0.24068253
mp-14344,0.2,0.19743459
mp-1492,0.29,0.2547732
mp-1594,0.39,0.3162182
mp-16522,0.38,1.6240436
mp-19405,0.39,0.079539284
mp-20,0.22,0.44676453
mp-20128,0.23,0.45041806
mp-20353,0.25,-0.11694732
mp-21211,0.41,0.2556333
mp-22300,0.32,0.09533505
mp-22646,0.38,0.14108683
mp-2517,0.25,0.16045688
mp-2619,0.26,0.011981085
mp-2657,0.28,0.52053535
mp-295,0.21,0.8337129
mp-31330,0.35,0.5154021
mp-34,0.27,-0.17464483
mp-4408,0.27,0.017827228
mp-559470,0.4,0.09665708
mp-568827,0.1,0.025657699
mp-5967,0.27,0.7296136
mp-616575,0.35,0.4162627
mp-753671,0.12,0.3684737
mp-775831,0.2,0.14513443
mp-861724,0.42,0.25158322
mp-864628,0.4,0.37298685
mp-865978,0.3,0.35449332
mp-866214,0.24,0.49619156
mp-867792,0.31,-0.025283948
mp-894,0.34,0.116059765
mp-977382,0.34,0.32142437
mp-997006,0.37,0.3044408
mp-1000,0.24,0.05176632
mp-1018121,0.15,-0.9315323
mp-1019105,0.27,0.2323082
mp-1021323,0.19,-0.08982365
mp-1029269,0.27,0.32754135
mp-10886,0.31,0.35037726
mp-10887,0.33,0.46819466
mp-1251,0.32,0.58549684
mp-12801,0.4,0.18455996
mp-15795,0.23,0.19907247
mp-16483,0.26,0.2761913
mp-19740,0.35,0.451729
mp-20059,0.21,0.24772866
mp-20261,0.3,0.5060308
mp-20456,0.32,0.04392554
mp-20841,0.28,0.1491131
mp-22120,0.32,0.14998393
mp-22384,0.35,0.36722034
mp-23856,0.25,0.45438516
mp-2417,0.31,0.38551992
mp-27861,0.25,0.58546484
mp-2935,0.17,0.3456669
mp-30209,0.32,0.23810218
mp-30472,0.29,0.17463453
mp-4043,0.22,0.2555083
mp-4152,0.24,0.2647801
mp-4255,0.31,0.25520593
mp-473,0.3,0.5847075
mp-5259,0.22,0.098431066
mp-5489,0.31,0.01391913
mp-553991,0.3,0.0052115917
mp-557397,-0.03,0.13118027
mp-569558,0.37,0.085855946
mp-569916,0.46,0.17977159
mp-570991,0.2,0.18767242
mp-632413,0.31,0.8602546
mp-770118,0.27,-0.1224656
mp-864968,0.38,0.31516188
mp-865077,0.43,0.29970926
mp-865936,0.32,0.32078117
mp-972183,0.59,0.39527458
mp-973266,0.26,0.4735368
mp-976968,0.26,0.06599958
mp-981747,0.3,0.26243216
mp-998323,0.33,0.07950674
mp-998896,0.65,1.3000869
mp-10141,0.18,0.44702244
mp-1018098,0.29,0.12345575
mp-1025144,0.26,0.093061015
mp-1025354,0.25,0.012228414
mp-1025375,0.19,0.025910541
mp-10762,0.42,0.42256135
mp-11615,0.19,0.34091282
mp-11722,0.4,0.2612239
mp-1437,0.31,0.3768134
mp-19726,0.22,0.31239676
mp-19746,0.33,0.09516494
mp-21188,0.41,0.26208192
mp-23221,0.28,0.4133883
mp-2827,0.36,0.16844879
mp-3164,0.34,-0.070597604
mp-3472,0.3,-0.018433392
mp-4584,0.28,0.69037145
mp-561543,-0.04,0.2511601
mp-631423,0.63,0.10387598
mp-7431,0.31,0.104137465
mp-761872,0.31,0.33290738
mp-8134,0.39,0.35103744
mp-8389,0.3,0.30149102
mp-865872,0.36,0.2862727
mp-867751,0.42,0.23143755
mp-972241,0.32,0.32753718
mp-973352,-14.91,0.33450526
mp-976838,0.38,0.61791646
mp-1001602,0.29,0.20730613
mp-1021313,0.28,0.31394547
mp-1029520,0.33,0.5188606
mp-10684,0.52,-1.0093083
mp-12899,0.21,0.34268337
mp-16337,0.24,0.31620508
mp-168,0.19,0.43877
mp-1891,0.42,0.13579674
mp-22956,0.28,0.052041993
mp-23053,0.28,0.33954936
mp-23712,0.31,0.25487345
mp-2694,0.19,0.08379193
mp-29873,0.34,0.35088915
mp-30344,0.26,0.3643304
mp-547622,0.35,0.32522154
mp-556742,0.24,0.38658535
mp-568137,0.29,0.19677429
mp-631303,0.36,0.3588578
mp-644497,0.28,0.0022419244
mp-647924,0.32,0.15189888
mp-7432,0.28,0.17357592
mp-754537,0.29,0.14177038
mp-755287,0.25,0.25140756
mp-862752,0.52,0.5068987
mp-863741,0.38,0.30117774
mp-864883,0.39,0.2663517
mp-8654,0.26,0.27184635
mp-973325,0.34,0.44624704
mp-989518,0.54,0.17170055
mp-997616,0.36,0.2174996
mp-999539,0.34,0.2788214
